Comparison_File,Links_Inserted_k,run_id,mu_r,u_r,d_r,n_r,total_pages,Per_Run_Authority_Yield
240_low_updated_link_graph_8,240,1,2.5813677176399774,960,308,573,1841,0.010755698823499906
240_low_updated_link_graph_8,240,2,2.6269965121879006,1082,262,497,1841,0.010945818800782919
240_low_updated_link_graph_8,240,3,1.6934015899459953,511,852,478,1841,0.0070558399581083136
240_low_updated_link_graph_8,240,4,2.332450429897394,897,335,609,1841,0.009718543457905808
240_low_updated_link_graph_8,240,5,1.772627235727534,1031,292,518,1841,0.0073859468155313916
240_low_updated_link_graph_8,240,6,3.115645663139993,1074,302,465,1841,0.01298185692974997
240_low_updated_link_graph_8,240,7,2.0636774607208612,1021,273,547,1841,0.008598656086336922
240_low_updated_link_graph_8,240,8,1.9408548998562616,1093,310,438,1841,0.008086895416067757
240_low_updated_link_graph_8,240,9,1.9790070779767588,738,500,603,1841,0.008245862824903161
240_low_updated_link_graph_8,240,10,0.3994857977064925,423,1100,318,1841,0.0016645241571103854
240_low_updated_link_graph_8,240,11,1.8295389309264551,1228,214,399,1841,0.0076230788788602295
240_low_updated_link_graph_8,240,12,0.8533672128313979,453,1145,243,1841,0.003555696720130825
240_low_updated_link_graph_8,240,13,1.5425476468941093,730,599,512,1841,0.006427281862058789
240_low_updated_link_graph_8,240,14,1.8372968176118565,851,482,508,1841,0.007655403406716069
240_low_updated_link_graph_8,240,15,2.6455374798409688,1175,268,398,1841,0.011023072832670703
240_low_updated_link_graph_8,240,16,1.9242524241490244,923,372,546,1841,0.008017718433954268
240_low_updated_link_graph_8,240,17,2.025736628680994,1014,279,548,1841,0.00844056928617081
240_low_updated_link_graph_8,240,18,1.5300038325950318,736,456,649,1841,0.006375015969145966
240_low_updated_link_graph_8,240,19,1.9413031065025452,804,485,552,1841,0.008088762943760605
240_low_updated_link_graph_8,240,20,2.5350010863563117,1050,275,516,1841,0.010562504526484632
240_low_updated_link_graph_8,240,21,1.9560506384190743,493,1019,329,1841,0.00815021099341281
240_low_updated_link_graph_8,240,22,2.205828515311326,806,531,504,1841,0.009190952147130525
240_low_updated_link_graph_8,240,23,1.629085964661844,952,272,617,1841,0.006787858186091017
240_low_updated_link_graph_8,240,24,2.2359116761725955,688,652,501,1841,0.009316298650719148
240_low_updated_link_graph_8,240,25,1.1770505080017897,721,581,539,1841,0.004904377116674124
240_low_updated_link_graph_8,240,26,2.431386841485248,1082,278,481,1841,0.010130778506188534
240_low_updated_link_graph_8,240,27,1.6287113341997366,538,925,378,1841,0.006786297225832236
240_low_updated_link_graph_8,240,28,1.8530450573865875,848,467,526,1841,0.007721021072444115
240_low_updated_link_graph_8,240,29,1.5943901078863563,723,513,605,1841,0.006643292116193151
240_low_updated_link_graph_8,240,30,2.536310054760784,1190,232,419,1841,0.010567958561503268
240_low_updated_link_graph_8,240,31,2.4150579040029605,804,439,598,1841,0.010062741266679002
240_low_updated_link_graph_8,240,32,1.4472251967310121,737,520,584,1841,0.0060301049863792176
240_low_updated_link_graph_8,240,33,1.9495471898135064,826,487,528,1841,0.00812311329088961
240_low_updated_link_graph_8,240,34,1.0265045853753958,534,917,390,1841,0.004277102439064149
240_low_updated_link_graph_8,240,35,1.794114112160829,795,455,591,1841,0.007475475467336788
240_low_updated_link_graph_8,240,36,1.0489595351843775,729,554,558,1841,0.004370664729934906
240_low_updated_link_graph_8,240,37,3.2940558355475127,1370,131,340,1841,0.013725232648114637
240_low_updated_link_graph_8,240,38,1.3983927940161696,453,1012,376,1841,0.00582663664173404
240_low_updated_link_graph_8,240,39,2.0751104202030026,1251,202,388,1841,0.008646293417512512
240_low_updated_link_graph_8,240,40,2.579734053146869,1074,282,485,1841,0.010748891888111954
240_low_updated_link_graph_8,240,41,1.8291735093306323,1130,221,490,1841,0.007621556288877634
240_low_updated_link_graph_8,240,42,1.8638436449544917,522,916,403,1841,0.007766015187310382
240_low_updated_link_graph_8,240,43,1.3051655306588192,731,489,621,1841,0.0054381897110784136
240_low_updated_link_graph_8,240,44,1.4261854504828184,719,678,444,1841,0.005942439377011744
240_low_updated_link_graph_8,240,45,2.2811607438116,625,720,496,1841,0.009504836432548335
240_low_updated_link_graph_8,240,46,2.548448292295235,961,318,562,1841,0.010618534551230147
240_low_updated_link_graph_8,240,47,1.9703230215010732,830,583,428,1841,0.008209679256254472
240_low_updated_link_graph_8,240,48,2.6416041184818546,1101,280,460,1841,0.011006683827007728
240_low_updated_link_graph_8,240,49,0.9330093514590949,543,758,540,1841,0.0038875389644128953
240_low_updated_link_graph_8,240,50,2.230638639072818,774,476,591,1841,0.00929432766280341
240_low_updated_link_graph_8,240,51,1.5831162652473736,568,732,541,1841,0.006596317771864057
240_low_updated_link_graph_8,240,52,1.568797805397384,818,384,639,1841,0.006536657522489099
240_low_updated_link_graph_8,240,53,1.4020981882175747,437,993,411,1841,0.005842075784239895
240_low_updated_link_graph_8,240,54,2.034911658276778,1026,306,509,1841,0.008478798576153242
240_low_updated_link_graph_8,240,55,0.536444673462853,430,1079,332,1841,0.002235186139428554
240_low_updated_link_graph_8,240,56,2.113044331727717,888,421,532,1841,0.008804351382198821
240_low_updated_link_graph_8,240,57,1.8476316541150268,915,403,523,1841,0.007698465225479278
240_low_updated_link_graph_8,240,58,1.7050526830980288,880,368,593,1841,0.00710438617957512
240_low_updated_link_graph_8,240,59,1.996188533320574,774,489,578,1841,0.008317452222169059
240_low_updated_link_graph_8,240,60,1.6866104045674997,768,593,480,1841,0.007027543352364582
240_low_updated_link_graph_8,240,61,2.9351649841063394,928,327,586,1841,0.012229854100443081
240_low_updated_link_graph_8,240,62,2.41484763671839,924,353,564,1841,0.010061865152993291
240_low_updated_link_graph_8,240,63,3.074677880284283,1290,186,365,1841,0.012811157834517846
240_low_updated_link_graph_8,240,64,2.658604333356381,1242,245,354,1841,0.011077518055651587
240_low_updated_link_graph_8,240,65,2.77902383197867,921,389,531,1841,0.011579265966577792
240_low_updated_link_graph_8,240,66,1.364304790820714,498,1027,316,1841,0.0056846032950863086
240_low_updated_link_graph_8,240,67,1.1447826653180986,493,754,594,1841,0.004769927772158744
240_low_updated_link_graph_8,240,68,2.6675046865997785,1182,252,407,1841,0.01111460286083241
240_low_updated_link_graph_8,240,69,2.04705805972963,1056,287,498,1841,0.008529408582206792
240_low_updated_link_graph_8,240,70,1.545868737213172,794,424,623,1841,0.006441119738388217
240_low_updated_link_graph_8,240,71,2.1767578602548294,869,337,635,1841,0.009069824417728457
240_low_updated_link_graph_8,240,72,2.748241826446112,1034,321,486,1841,0.011451007610192134
240_low_updated_link_graph_8,240,73,2.8273503608216624,814,511,516,1841,0.011780626503423593
240_low_updated_link_graph_8,240,74,2.845641926220681,1110,291,440,1841,0.011856841359252837
240_low_updated_link_graph_8,240,75,2.7754928481189576,539,836,466,1841,0.01156455353382899
240_low_updated_link_graph_8,240,76,1.551278237260702,963,342,536,1841,0.006463659321919591
240_low_updated_link_graph_8,240,77,2.7932793368858193,1254,190,397,1841,0.011638663903690914
240_low_updated_link_graph_8,240,78,1.3040244203977263,706,522,613,1841,0.005433435084990526
