Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_mixed_updated_link_graph_1,Range_35-65,240,2.6709870842373693,0.2896974941250718,0.011129112850989038,0.0012070728921877991,3.1372203040650097,419.384,1315.7,105.916
240_mixed_updated_link_graph_2,Range_35-65,240,0.38714214721633294,0.2900018152209347,0.001613092280068054,0.0012083408967538947,1.3388294646820162,639.844,856.642,344.514
