Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_random_updated_link_graph_6,Range_65-95,237,2.40909652209449,0.6795877332766169,0.010164964228246793,0.002867458790196696,0.49313376950577076,1004.19,495.2,341.61
240_random_updated_link_graph_4,Range_65-95,235,2.368957048114736,0.6784559570626645,0.010080668289849942,0.002887046625798572,0.5200424091669046,980.92,510.12,349.96
240_random_updated_link_graph_8,Range_65-95,235,2.3571074640878122,0.6758094265570422,0.010030244528033243,0.002875784793859754,0.4431050877412042,1041.13,461.33,338.54
240_random_updated_link_graph_10,Range_65-95,235,2.3493365388725254,0.6824626090286172,0.009997176761159682,0.0029040962086324135,0.5228221231766612,987.2,516.13,337.67
240_random_updated_link_graph_2,Range_65-95,236,2.348769647015469,0.677705703389713,0.009952413758540123,0.002871634336397089,0.49690476665934463,1001.54,497.67,341.79
240_random_updated_link_graph_1,Range_65-95,238,2.363009857484458,0.677969365315284,0.009928612846573353,0.002848610778635647,0.5101597689309014,990.18,505.15,345.67
240_random_updated_link_graph_3,Range_65-95,240,2.344346880040542,0.6779265443393033,0.009768112000168925,0.002824693934747097,0.48530108588351434,1013.0,491.61,336.39
240_random_updated_link_graph_7,Range_65-95,238,2.304200422172307,0.6753892290671859,0.00968151437887524,0.002837769870030193,0.5079659207637616,992.98,504.4,343.62
240_random_updated_link_graph_9,Range_65-95,240,2.317975865798604,0.6767901265061952,0.009658232774160851,0.00281995886044248,0.4750651761731711,1012.64,481.07,347.29
240_random_updated_link_graph_5,Range_65-95,236,2.250691433739638,0.6769738035302874,0.009536828109066264,0.002868533065806302,0.5545235386814998,958.21,531.35,351.44
