Comparison_File,Links_Inserted_k,run_id,mu_r,u_r,d_r,n_r,total_pages,Per_Run_Authority_Yield
240_high_updated_link_graph_2,240,1,0.20419805259731336,558,950,333,1841,0.0008508252191554723
240_high_updated_link_graph_2,240,2,0.33808395624176324,493,1060,288,1841,0.0014086831510073468
240_high_updated_link_graph_2,240,3,0.3986522677368648,485,1178,178,1841,0.00166105111557027
240_high_updated_link_graph_2,240,4,0.5228960439267841,678,851,312,1841,0.0021787335163616006
240_high_updated_link_graph_2,240,5,0.36444168229396445,580,966,295,1841,0.0015185070095581853
240_high_updated_link_graph_2,240,6,0.1177095653922888,394,1241,206,1841,0.00049045652246787
240_high_updated_link_graph_2,240,7,0.8564840338243825,851,602,388,1841,0.0035686834742682605
240_high_updated_link_graph_2,240,8,0.13836861415394164,430,1270,141,1841,0.0005765358923080901
240_high_updated_link_graph_2,240,9,0.48758715093689997,697,766,378,1841,0.00203161312890375
240_high_updated_link_graph_2,240,10,-0.3711620613888936,311,1363,167,1841,-0.00154650858912039
240_high_updated_link_graph_2,240,11,-0.17734490148957596,438,1230,173,1841,-0.0007389370895398999
240_high_updated_link_graph_2,240,12,0.3347219480333947,787,710,344,1841,0.001394674783472478
240_high_updated_link_graph_2,240,13,0.053281806831832854,458,1163,220,1841,0.00022200752846597023
240_high_updated_link_graph_2,240,14,0.5347395129601767,486,1144,211,1841,0.0022280813040007363
240_high_updated_link_graph_2,240,15,0.2602239146251995,475,1156,210,1841,0.0010842663109383313
240_high_updated_link_graph_2,240,16,0.2040636124230574,416,1249,176,1841,0.0008502650517627392
240_high_updated_link_graph_2,240,17,0.2993609725683571,535,984,322,1841,0.001247337385701488
240_high_updated_link_graph_2,240,18,0.5846306704006984,709,781,351,1841,0.0024359611266695767
240_high_updated_link_graph_2,240,19,-0.016020523454583525,386,1334,121,1841,-6.675218106076469e-05
240_high_updated_link_graph_2,240,20,0.503958677069583,831,620,390,1841,0.0020998278211232626
240_high_updated_link_graph_2,240,21,0.020178293946835336,404,1231,206,1841,8.407622477848056e-05
240_high_updated_link_graph_2,240,22,0.39539221072192293,451,1168,222,1841,0.001647467544674679
240_high_updated_link_graph_2,240,23,0.5743555669050141,858,592,391,1841,0.002393148195437559
240_high_updated_link_graph_2,240,24,0.4536897992341351,523,1078,240,1841,0.001890374163475563
240_high_updated_link_graph_2,240,25,0.269600847761059,543,1029,269,1841,0.0011233368656710793
240_high_updated_link_graph_2,240,26,0.3488744659604512,425,1218,198,1841,0.0014536436081685467
240_high_updated_link_graph_2,240,27,0.5047283201647925,678,752,411,1841,0.002103034667353302
240_high_updated_link_graph_2,240,28,0.3051665369691782,504,1121,216,1841,0.001271527237371576
240_high_updated_link_graph_2,240,29,0.18365048749046622,491,1125,225,1841,0.0007652103645436093
240_high_updated_link_graph_2,240,30,-0.010115022783205243,432,1213,196,1841,-4.2145928263355183e-05
240_high_updated_link_graph_2,240,31,0.3151157709111103,543,1061,237,1841,0.001312982378796293
240_high_updated_link_graph_2,240,32,0.20918055710990255,442,1234,165,1841,0.0008715856546245939
