Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_folder_updated_link_graph_1,Range_5-35,240,0.9464028990790968,0.40799644824255554,0.00394334541282957,0.001699985201010648,2.0335734084783894,520.948,1059.386,260.666
240_folder_updated_link_graph_2,Range_5-35,240,0.5326580198174693,0.4081417213117952,0.002219408415906122,0.0017005905054658134,1.9137084014605983,529.646,1013.588,297.766
