Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_folder_updated_link_graph_1,Range_65-95,240,1.4443892841723123,0.4306924529514162,0.006018288684051301,0.0017945518872975676,1.4980873053525423,666.076,997.84,177.084
240_folder_updated_link_graph_2,Range_65-95,240,1.0358859591695229,0.41997495744892777,0.004316191496539679,0.001749895656037199,1.453373564162696,669.47,972.99,198.54
