Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_random_updated_link_graph_1,Range_65-95,240,2.6748405411281655,0.43199638141438607,0.011145168921367356,0.001799984922559942,2.0493457414469685,578.976,1186.522,75.502
240_random_updated_link_graph_2,Range_65-95,239,1.4255254956113732,0.42416485452725666,0.0059645418226417285,0.001774748345302329,2.1684946883566103,568.374,1232.516,40.11
