Comparison,Range,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral
240_high_updated_link_graph_1,Range_5-35,240,0.5346421952365206,0.4077461086794703,0.002227675813485502,0.001698942119497793,1.8568647952446247,552.806,1026.486,261.708
240_high_updated_link_graph_2,Range_5-35,240,0.20041081065408964,0.4062482801827191,0.0008350450443920401,0.0016927011674279962,2.340868856425997,471.102,1102.788,267.11
