Comparison,Range,Min_Conn,Max_Conn,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral,Total_Pages,Duration_m
240_low_updated_link_graph_6,Range_65-95,65,95,240,2.4626292991008887,0.6896410942380148,0.01026095541292037,0.0028735045593250618,0.7034604578378956,843.53,593.39,404.08,1841,9.334366166591645
240_low_updated_link_graph_1,Range_65-95,65,95,240,2.407770729320639,0.6907627239596368,0.010032378038835997,0.0028781780164984865,0.6225142405955671,886.55,551.89,402.56,1841,9.201089930534362
240_low_updated_link_graph_3,Range_65-95,65,95,240,2.4036140710333997,0.690628681950408,0.010015058629305832,0.0028776195081267,0.6651566454416235,865.33,575.58,400.09,1841,9.393334726492563
240_low_updated_link_graph_10,Range_65-95,65,95,240,2.395593584020891,0.690543276800616,0.00998163993342038,0.0028772636533359,0.6458673114428768,876.79,566.29,397.92,1841,9.035612948735555
240_low_updated_link_graph_4,Range_65-95,65,95,240,2.389911949710414,0.6902114979242144,0.009957966457126726,0.0028758812413508935,0.5969279366456448,899.07,536.68,405.25,1841,9.316437661647797
240_low_updated_link_graph_2,Range_65-95,65,95,239,2.373415470931765,0.6900777940131703,0.009930608664986466,0.0028873547866659845,0.6390060360800718,879.71,562.14,399.15,1841,9.331530344486236
240_low_updated_link_graph_8,Range_65-95,65,95,240,2.379999524038546,0.6900615480808872,0.009916664683493942,0.00287525645033703,0.5910161544785903,900.06,531.95,408.99,1841,9.36811165412267
240_low_updated_link_graph_5,Range_65-95,65,95,240,2.348047359412459,0.6910532090328334,0.00978353066421858,0.0028793883709701392,0.645609159498846,870.79,562.19,408.02,1841,9.486633225282032
240_low_updated_link_graph_9,Range_65-95,65,95,240,2.3405358096636983,0.6907837622468951,0.00975223254026541,0.0028782656760287296,0.6367408353091374,877.28,558.6,405.12,1841,9.295407275358835
240_low_updated_link_graph_7,Range_65-95,65,95,240,2.3400997564941433,0.6910690869647301,0.00975041565205893,0.0028794545290197087,0.6294366803325103,882.98,555.78,402.24,1841,9.253798202673595
