Comparison,Range,Min_Conn,Max_Conn,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral,Total_Pages,Duration_m
240_folder_updated_link_graph_7,Range_65-95,65,95,224,2.435634186103925,0.6949016657718091,0.010873366902249664,0.0031022395793384337,0.3351465978240826,1193.06,399.85,248.09,1841,11.356801223754882
240_folder_updated_link_graph_4,Range_65-95,65,95,228,2.4456938406915785,0.6961737383493378,0.010726727371454291,0.0030533935892514815,0.32405392209597733,1208.41,391.59,241.0,1841,11.621146070957185
240_folder_updated_link_graph_5,Range_65-95,65,95,226,2.4126042629017084,0.6952166129138118,0.010675240101334993,0.003076179703158459,0.3374655186826047,1196.3,403.71,240.99,1841,12.056061804294586
240_folder_updated_link_graph_8,Range_65-95,65,95,226,2.3491969814218128,0.69204048262766,0.010394676908946075,0.0030621260293259294,0.41131297654226406,1096.44,450.98,293.58,1841,12.232596091429393
240_folder_updated_link_graph_9,Range_65-95,65,95,227,2.3592118223004497,0.6915525061674704,0.01039300362246894,0.0030464868113104426,0.3955360672824641,1112.92,440.2,287.88,1841,11.923119990030925
240_folder_updated_link_graph_10,Range_65-95,65,95,224,2.3032276988435543,0.6919536097879279,0.010282266512694439,0.003089078615124678,0.3584471315890058,1151.16,412.63,277.21,1841,11.724283123016358
240_folder_updated_link_graph_1,Range_65-95,65,95,232,2.3650642544584577,0.694774157719516,0.010194242476114041,0.0029947161970668794,0.3614373206561309,1167.45,421.96,251.59,1841,11.851278340816497
240_folder_updated_link_graph_3,Range_65-95,65,95,230,2.3162593050691918,0.6919138629455864,0.010070692630735616,0.0030083211432416802,0.37732224063171993,1134.68,428.14,278.18,1841,11.474669718742371
240_folder_updated_link_graph_2,Range_65-95,65,95,232,2.3056627436159043,0.6927319948117193,0.009938201481103037,0.0029859137707401694,0.38861913204622195,1122.41,436.19,282.4,1841,11.361943312486012
240_folder_updated_link_graph_6,Range_65-95,65,95,234,2.276914822187332,0.691558793282182,0.009730405223022787,0.002955379458470863,0.38189298217554335,1125.42,429.79,285.79,1841,12.429302791754404
