Comparison,Range,Min_Conn,Max_Conn,Links_Inserted_k,Mean_Delta_%,Std_Delta_%,Authority_Yield_AY,Authority_Volatility_AV,Down_Up_Ratio_DUR,Avg_Pages_Up,Avg_Pages_Down,Avg_Pages_Neutral,Total_Pages,Duration_m
240_random_updated_link_graph_6,Range_35-65,35,65,237,1.848553959567123,0.6774583654450762,0.007799805736570139,0.002858474115802009,0.31824184631638386,1097.97,349.42,393.61,1841,7.4841501951217655
240_random_updated_link_graph_4,Range_35-65,35,65,235,1.8094201007637596,0.6787327968775857,0.0076996600032500405,0.0028882246675641945,0.3279924862371671,1075.36,352.71,412.93,1841,7.36947067975998
240_random_updated_link_graph_8,Range_35-65,35,65,235,1.8011308876987469,0.6790578501698963,0.00766438675616488,0.0028896078730633883,0.28428069989301785,1131.03,321.53,388.44,1841,7.483102333545685
240_random_updated_link_graph_10,Range_35-65,35,65,235,1.788771707701394,0.6762891298350153,0.007611794500856996,0.0028778260844043203,0.3345099938528025,1073.66,359.15,408.19,1841,7.6389274080594385
240_random_updated_link_graph_1,Range_35-65,35,65,238,1.8060361173915356,0.6780972257304874,0.007588387047863595,0.0028491480072709552,0.327233006563174,1080.27,353.5,407.23,1841,7.475675634543101
240_random_updated_link_graph_2,Range_35-65,35,65,236,1.7905127752137533,0.6783968847304396,0.007586918539041328,0.0028745630708916932,0.3141109694930174,1090.57,342.56,407.87,1841,7.541897948582967
240_random_updated_link_graph_3,Range_35-65,35,65,240,1.7894717864222573,0.6794118381338933,0.007456132443426073,0.002830882658891222,0.31465151159218635,1106.78,348.25,385.97,1841,7.603176689147949
240_random_updated_link_graph_9,Range_35-65,35,65,240,1.7617054529857905,0.6777980914183986,0.007340439387440794,0.0028241587142433275,0.30249747000144567,1106.72,334.78,399.5,1841,7.506471745173136
240_random_updated_link_graph_7,Range_35-65,35,65,238,1.7457313085021906,0.6776026981178245,0.007335005497908364,0.002847070160158926,0.32925136295519947,1087.71,358.13,395.16,1841,7.294893634319306
240_random_updated_link_graph_5,Range_35-65,35,65,236,1.693320330899195,0.6779734564945386,0.007175086147877945,0.0028727688834514343,0.36602930699170083,1038.66,380.18,422.16,1841,7.387738438447316
